date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:26:07	1866/1866	---M--	200	added ('OK')	image/jpeg	etag:%2274a-530bda7a6dd3d%22	http://new.uouapps.com/globo-html/img/content/comment-image-2.jpg	C:/Users/dinesh%20agrawal/Desktop/yellow/new.uouapps.com/globo-html/img/content/comment-image-2.jpg	(from http://new.uouapps.com/globo-html/company-profile.html)
18:26:08	5480/5480	---M--	200	added ('OK')	image/jpeg	etag:%221568-530bda7a72f45%22	http://new.uouapps.com/globo-html/img/content/company-product.jpg	C:/Users/dinesh%20agrawal/Desktop/yellow/new.uouapps.com/globo-html/img/content/company-product.jpg	(from http://new.uouapps.com/globo-html/company-profile.html)
18:26:13	75282/75282	---M--	200	added ('OK')	image/jpeg	etag:%2212612-530bda7a4f52c%22	http://new.uouapps.com/globo-html/img/add.jpg	C:/Users/dinesh%20agrawal/Desktop/yellow/new.uouapps.com/globo-html/img/add.jpg	(from http://new.uouapps.com/globo-html/home-map-grid.html)
18:26:16	179816/179816	---M--	200	added ('OK')	image/jpeg	etag:%222be68-530bda7a70054%22	http://new.uouapps.com/globo-html/img/content/company-heading-bg.jpg	C:/Users/dinesh%20agrawal/Desktop/yellow/new.uouapps.com/globo-html/img/content/company-heading-bg.jpg	(from http://new.uouapps.com/globo-html/css/style.css)
18:26:23	40624/40624	---M--	200	added ('OK')	image/jpeg	etag:%229eb0-530bda7a67f5c%22	http://new.uouapps.com/globo-html/img/content/blog-list-image3.jpg	C:/Users/dinesh%20agrawal/Desktop/yellow/new.uouapps.com/globo-html/img/content/blog-list-image3.jpg	(from http://new.uouapps.com/globo-html/company-profile.html)
18:26:25	103842/103842	---M--	200	added ('OK')	image/jpeg	etag:%22195a2-530bda7a63916%22	http://new.uouapps.com/globo-html/img/content/blog-list-image1.jpg	C:/Users/dinesh%20agrawal/Desktop/yellow/new.uouapps.com/globo-html/img/content/blog-list-image1.jpg	(from http://new.uouapps.com/globo-html/company-profile.html)
18:26:32	119424/119424	---M--	200	added ('OK')	image/jpeg	etag:%221d280-530bda7a66418%22	http://new.uouapps.com/globo-html/img/content/blog-list-image2.jpg	C:/Users/dinesh%20agrawal/Desktop/yellow/new.uouapps.com/globo-html/img/content/blog-list-image2.jpg	(from http://new.uouapps.com/globo-html/company-profile.html)
18:26:33	48047/48047	---M--	200	added ('OK')	image/jpeg	etag:%22bbaf-530bda7a8e8ae%22	http://new.uouapps.com/globo-html/img/content/medium-rectangle.jpg	C:/Users/dinesh%20agrawal/Desktop/yellow/new.uouapps.com/globo-html/img/content/medium-rectangle.jpg	(from http://new.uouapps.com/globo-html/sample-page.html)
18:26:34	412/412	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2016%20Feb%202020%2012:56:34%20GMT	http://new.uouapps.com/globo-html/ihome-map-grid.html	C:/Users/dinesh%20agrawal/Desktop/yellow/new.uouapps.com/globo-html/ihome-map-grid.59.delayed	(from http://new.uouapps.com/globo-html/about-us.html)
18:26:36	10120/10120	---M--	200	added ('OK')	image/jpeg	etag:%222788-530bda7ab6d21%22	http://new.uouapps.com/globo-html/img/content/team-member-1.jpg	C:/Users/dinesh%20agrawal/Desktop/yellow/new.uouapps.com/globo-html/img/content/team-member-1.jpg	(from http://new.uouapps.com/globo-html/about-us.html)
18:26:36	7362/7362	---M--	200	added ('OK')	image/jpeg	etag:%221cc2-530bda7ab80bd%22	http://new.uouapps.com/globo-html/img/content/team-member-2.jpg	C:/Users/dinesh%20agrawal/Desktop/yellow/new.uouapps.com/globo-html/img/content/team-member-2.jpg	(from http://new.uouapps.com/globo-html/about-us.html)
18:26:38	7844/7844	---M--	200	added ('OK')	image/jpeg	etag:%221ea4-530bda7ab9c06%22	http://new.uouapps.com/globo-html/img/content/team-member-3.jpg	C:/Users/dinesh%20agrawal/Desktop/yellow/new.uouapps.com/globo-html/img/content/team-member-3.jpg	(from http://new.uouapps.com/globo-html/about-us.html)
18:26:38	9259/9259	---M--	200	added ('OK')	image/jpeg	etag:%22242b-530bda7abb375%22	http://new.uouapps.com/globo-html/img/content/team-member-4.jpg	C:/Users/dinesh%20agrawal/Desktop/yellow/new.uouapps.com/globo-html/img/content/team-member-4.jpg	(from http://new.uouapps.com/globo-html/about-us.html)
18:26:38	103595/103595	---M--	200	added ('OK')	image/jpeg	etag:%22194ab-530bda7a99c40%22	http://new.uouapps.com/globo-html/img/content/post-image.jpg	C:/Users/dinesh%20agrawal/Desktop/yellow/new.uouapps.com/globo-html/img/content/post-image.jpg	(from http://new.uouapps.com/globo-html/sample-page.html)
18:27:09	1014964/1014964	---M--	200	added ('OK')	video/mp4	etag:%22f7cb4-530bda7c4ec78%22	http://new.uouapps.com/globo-html/media/demo-2.mp4	C:/Users/dinesh%20agrawal/Desktop/yellow/new.uouapps.com/globo-html/media/demo-2.mp4	(from http://new.uouapps.com/globo-html/home-category.html)
18:27:10	15374/15374	---M--	200	added ('OK')	image/png	etag:%223c0e-530bda7ab55cc%22	http://new.uouapps.com/globo-html/img/content/square-button.png	C:/Users/dinesh%20agrawal/Desktop/yellow/new.uouapps.com/globo-html/img/content/square-button.png	(from http://new.uouapps.com/globo-html/company-profile.html)
